,Cidade,Competências,Descrição_da_empresa,Empresa,Estado,Nome_da_vaga,Termo_pesquisado,Latitude,Longitude
211,curitiba,"sera responsavel pelo gerenciamento de projetos de ponta a ponta para o projeto designado inclui planejamento de projeto, entrega, interacao com o cliente, solucao de problemas, gerenciamento de parametros operacionais do projeto e gerenciamento de pessoas. ensino superior completo. experiencia em gerenciamento de projetos-bas oea big data.",,,PR,vaga de gerente de projetos - big data analytics em curitiba - pr,data analytics ,-25.4295963,-49.2712724
212,praia grande,"conhecimento comprovado em google ads. planejamento, criacao e manutencao de campanhas do google ads. acompanhamento constante e criacao de estrategias de campanhas do google ads. geracao de relatorios, para acompanhar os indicadores e metricas de performance. atendimento em reunioes presenciais e call com outras empresas. certificacao google ads. experiencia em criacao e gerenciamento de campanhas no google otimizacoes avancadas no google ads. perfil analitico, voltado a resultados, performance e metricas. google data studio e google analytics sao diferenciais.",,,SP,vagas de especialista google ads,data analytics ,-24.005833,-46.402778
213,maringa,"fazer a gestao da equipe de analise de dados (data analytics);
-identificar e sugerir a supervisao de melhorias continuas;
-fazer a gestao de fornecedores ? planejar e controlar os custos com fornecedores;
-realizar apresentacoes de sistemas;
-garantir a qualidade das entregas do departamento;
-acompanhamento de projetos. pos-graduacao 
-desejavel experiencia na area;
-conhecimentos em ciencia de dados, big data, machine learning, bi, inteligencia artificial;",,,PR,vaga de analista de banco de dados em maringa - pr,data analytics ,-23.425269,-51.9382078
214,curitiba,"atuar com tecnologia da informacao. responsavel por coordenar as atividades do time de data analytics, envolvendo a elaboracao e construcao de projetos de dados, levantamento e estudo de cenarios que apoiem a tomada de decisao e desenvolvimento da cultura analytics dentro da empresa. dominio de ferramentas de bi. captura, extracao, tratamento e manipulacao de dados - etl. banco de dados e linguagem sql. conhecimento de clouds e ferramentas aws, azure, etc. gerenciamento de projetos e metodologia agil. conhecimento em indicadores de desempenho kpis. experiencia em gestao de pessoas e times.",,,PR,vaga de coordenador de analytics em curitiba - pr,data analytics ,-25.4295963,-49.2712724
215,curitiba,"analise diaria do desempenho de sites e aplicativos usando as ferramentas de web analytics; 

criacao de contas de web analytics (ga/adobe analytics, etc)  e tag manager (gtm, tealium, etc)

criacao de dashboards; 

criacao de mapas de metricas e planos de mensuracao

especificacao de tagueamento de assets criativos para melhor identificacao de origem e meio das midias compradas (ex.: utm)

revisao de implementacao do plano de metricas nas plataformas de web analytics

automacao e otimizacao de rotinas da area de web analytics

recomendar melhorias visando aumento de conversao e reducao de cpa, cpl, cpc

aconselhar o uso de  novos canais e formatos com objetivo aumentar o trafego, conversoes e o faturamento atraves de analises  de midia e seo

desenvolvimento de relatorios operacionais e gerenciais de midia e web analytics.

atuar em conjunto com a equipe de seo e midia de forma a alinhar estrategias e acoes

realizar analise de mercado utilizando ferramentas como similarweb, sem rush e outras. conhecimento em adobe analytics, data studio, google analytics. 

conhecimento em plataformas de business intelligence (pentaho, saas, microstrategy, entre outras)

conhecimento em ferramentas de data visualization (qlikview, klipfolio, tableau, powerbi, entre outras)

experiencia em e-commerce e publicidade digital.",,,PR,vaga de analista de data analytics em curitiba - pr,data analytics ,-25.4295963,-49.2712724
216,curitiba,"elaboracao e implementacao de projetos de mensuracao em plataformas web e app (digital analytics). especificacao e documentacao tecnica de projetos (ex: plano de mensuracao, orientacoes tecnicas, scripts, entre outros). validacao e acompanhamento do processo de desenvolvimento junto as demais equipes. ensino superior completo em analise e desenvolvimento de sistemas ou areas de ti ou afins. javascript avancado. capacidade para trabalhar em equipe e de forma colaborativa. habilidades em comunicacao verbal e visual. conhecimento sobre padroes web e mobile. sera um diferencial dominio das ferramentas do google marketing platform, conhecimentos em cloud, conhecimentos de gerenciamento de servidores, certificacoes google.",,,PR,vaga de programador data analytics sr em curitiba - pr,data analytics ,-25.4295963,-49.2712724
217,curitiba,"elaboracao e implementacao de projetos de mensuracao em plataformas web e app (digital analytics). especificacao e documentacao tecnica de projetos (ex: plano de mensuracao, orientacoes tecnicas, scripts, entre outros). validacao e acompanhamento do processo de desenvolvimento junto as demais equipes. superior completo em analise e desenvolvimento de sistemas ou areas de ti ou afins. javascript avancado.  capacidade para trabalhar em equipe e de forma colaborativa. habilidades em comunicacao verbal e visual. conhecimento sobre padroes web e mobile.  ingles intermediario.",,,PR,vaga de programador data analytics pleno em curitiba - pr,data analytics ,-25.4295963,-49.2712724
218,curitiba,"analise diaria do desempenho do site usando as ferramentas de web analytics. criacao de contas de web analytics (ga/adobe analytics, etc)  e tag manager (gtm, tealium, etc). criacao de dashboards. criacao de mapas de metricas e planos de mensuracao. especificacao de tagueamento de assets criativos para melhor identificacao de origem e meio das midias compradas (ex.: utm). revisao de implementacao do plano de metricas nas plataformas de web analytics. automacao e otimizacao de rotinas da area de web analytics. recomendar melhorias visando aumento de conversao e reducao de cpa, cpl, cpc. aconselhar o uso de  novos canais e formatos com objetivo aumentar o trafego, conversoes e o faturamento atraves de analises  de midia e seo. desenvolvimento de relatorios operacionais e gerenciais de midia e web analytics. atuar em conjunto com a equipe de seo e midia de forma a alinhar estrategias e acoes. realizar analise de mercado utilizando ferramentas como similarweb, sem rush e outras. conhecimento em adobe analytics, data studio, google analytics. conhecimento em plataformas de business intelligence (pentaho, saas, microstrategy, entre outras). conhecimento em ferramentas de data visualization (qlikview, klipfolio, tableau, powerbi, entre outras). experiencia em e-commerce e publicidade digital.",,,PR,vaga de analista de data analytics pleno em curitiba - pr,data analytics ,-25.4295963,-49.2712724
219,curitiba,"sera responsavel pelo gerenciamento de projetos de ponta a ponta para o projeto designado inclui planejamento de projeto, entrega, interacao com o cliente, solucao de problemas, gerenciamento de parametros operacionais do projeto e gerenciamento de pessoas. ensino superior completo. experiencia em gerenciamento de projetos-bas oea big data.",,,PR,vaga de gerente de projetos - big data analytics em curitiba - pr,data analytics ,-25.4295963,-49.2712724
220,praia grande,"conhecimento comprovado em google ads. planejamento, criacao e manutencao de campanhas do google ads. acompanhamento constante e criacao de estrategias de campanhas do google ads. geracao de relatorios, para acompanhar os indicadores e metricas de performance. atendimento em reunioes presenciais e call com outras empresas. certificacao google ads. experiencia em criacao e gerenciamento de campanhas no google otimizacoes avancadas no google ads. perfil analitico, voltado a resultados, performance e metricas. google data studio e google analytics sao diferenciais.",,,SP,vagas de especialista google ads,data analytics ,-24.005833,-46.402778
221,rio de janeiro,"ira desenvolver atividades pertinentes a funcao. necessario experiencia em ti para as seguintes areas de negocio: planejamento e execucao logistica, com especial foco em operacoes de depositos, transporte e distribuicao de ultima milha.mapeamento de processos de negocio e definicao de escopo de dados para construcao de plataforma em nuvem para posterior entrega de relatorios para a area (ex.: data platform, data analytics, power bi)",,,RJ,vaga de business analyst em rio de janeiro - rj,data analytics ,-22.9110137,-43.2093727
222,praia grande,"conhecimento comprovado em google ads. planejamento, criacao e manutencao de campanhas do google ads. acompanhamento constante e criacao de estrategias de campanhas do google ads. geracao de relatorios, para acompanhar os indicadores e metricas de performance. atendimento em reunioes presenciais e call com outras empresas. certificacao google ads. experiencia em criacao e gerenciamento de campanhas no google otimizacoes avancadas no google ads. perfil analitico, voltado a resultados, performance e metricas. google data studio e google analytics sao diferenciais.",,,SP,vagas de especialista google ads,data analytics ,-24.005833,-46.402778
223,rio de janeiro,"ira desenvolver atividades pertinentes a funcao. necessario experiencia em ti para as seguintes areas de negocio: planejamento e execucao logistica, com especial foco em operacoes de depositos, transporte e distribuicao de ultima milha.mapeamento de processos de negocio e definicao de escopo de dados para construcao de plataforma em nuvem para posterior entrega de relatorios para a area (ex.: data platform, data analytics, power bi)",,,RJ,vaga de business analyst em rio de janeiro - rj,data analytics ,-22.9110137,-43.2093727
224,praia grande,"conhecimento comprovado em google ads. planejamento, criacao e manutencao de campanhas do google ads. acompanhamento constante e criacao de estrategias de campanhas do google ads. geracao de relatorios, para acompanhar os indicadores e metricas de performance. atendimento em reunioes presenciais e call com outras empresas. certificacao google ads. experiencia em criacao e gerenciamento de campanhas no google otimizacoes avancadas no google ads. perfil analitico, voltado a resultados, performance e metricas. google data studio e google analytics sao diferenciais.",,,SP,vagas de especialista google ads,data analytics ,-24.005833,-46.402778
225,praia grande,"conhecimento comprovado em google ads. planejamento, criacao e manutencao de campanhas do google ads. acompanhamento constante e criacao de estrategias de campanhas do google ads. geracao de relatorios, para acompanhar os indicadores e metricas de performance. atendimento em reunioes presenciais e call com outras empresas. certificacao google ads. experiencia em criacao e gerenciamento de campanhas no google otimizacoes avancadas no google ads. perfil analitico, voltado a resultados, performance e metricas. google data studio e google analytics sao diferenciais.",,,SP,vagas de especialista google ads,data analytics ,-24.005833,-46.402778
226,praia grande,"conhecimento comprovado em google ads. planejamento, criacao e manutencao de campanhas do google ads. acompanhamento constante e criacao de estrategias de campanhas do google ads. geracao de relatorios, para acompanhar os indicadores e metricas de performance. atendimento em reunioes presenciais e call com outras empresas. certificacao google ads. experiencia em criacao e gerenciamento de campanhas no google otimizacoes avancadas no google ads. perfil analitico, voltado a resultados, performance e metricas. google data studio e google analytics sao diferenciais.",,,SP,vagas de especialista google ads,data analytics ,-24.005833,-46.402778
227,florianopolis,"atuar com venda tecnica, abordar clientes, esclarecer duvidas, elaborar propostas. conhecimento e discurso em data analytics, business intelligence e ou afins. ensino superior completo.",,,SC,vaga de consultor de negocios em florianopolis - sc,data analytics ,-27.5973002,-48.5496098
228,joinville,"to strengthen our product development of cloud-based solutions we are seeking a full stack software developer, who has the enthusiasm to demonstrate excellency in creating new and innovative products with us. your responsibilities: take responsibility for developing new cloud-based products or major features using the latest technologies and methodologies. support our customers with solution analysis, development, and integration. create concepts for future developments of existing systems. advance and foster our culture of best practices, clean code, and testing in our development processes. our requirements deep knowledge in one or more of the following technology areas from experience in a profissional environment or a considerable private project. backend with e.g. java, nodejs, c#, sql databases, no-sql databases, or more. frontend with e.g. javascript, react, flutter, typescript, or more. cloud platforms and devops with e.g. aws, azure, microservices, terraform, or more web security with authentication or json web token. practical knowledge encompassing at least one full technology stack and familiarity with the other major technology stacks. domain knowledge or interest in any of the following domains: mobility, connectivity, big data, connected navigation, cloud computing, automotive. experience with agile software development and extreme programming, including but not limited to scrum, kanban, continuous integration, and deployment. naturally curious and boundless enthusiasm to learn new technologies. fluent english. knowledge of german language is beneficial. our offer: attractive salary and benefit program. the opportunity to be part of company development with your own ideas. work in a team of motivated and talented engineers and developers. personalized development of individual skills and talents through various projects. the possibility to work closely with international oems in the field. pixida group is an innovative technology consulting corporate group with focus on digitalization and mobility solutions for different industries. our consultants and developers offer expertise in the fields of iot, telematics, location-based services, multimedia, driver assistance systems, cloud solutions and data analytic. they design tailor-made products and applications for highly challenging technical environments to meet individual customer requirements across all sectors at a global level. pixida is international. the groups cooperation and exchange of knowledge transcend national borders beyond germany, usa, brazil and china. pixida do brasil ltda., a subsidiary established in 2015, follows the corporate vision to shape future mobility and digitalization, with focus on the brazilian market. to realize this goal, we are looking for new technology passionate employees to expand our team.",,,SC,vaga de full stack software developer em joinville - sc,data analytics ,-26.3044898,-48.8486726
229,joinville,"to strengthen our product development of cloud- based solutions we are seeking a backend developer, who is motivated to share his enthusiasm in creating new and innovative products with us. be part of one of our teams developing our cloud- based products using the latest technologies and methodologies. support our customers with solution analysis, development, and integration. contribute to our culture of best practices, clean code and testing in our development processes. knowledge in one or more of the following technology areas from experience in a professional environment or a considerable private project: -backend with e.g. java, nodejs, c#, sql databases, no-sql databases, or more -cloud platforms and devops with e.g. aws, azure, microservices, terraform, or more domain knowledge or interest in any of the following domains: mobility, connectivity, big data, connected navigation, cloud computing, automotive experience with agile software development is a plus naturally curious and boundless enthusiasm to learn new technologies fluent english knowledge of german language is beneficial attractive salary and benefit program the opportunity to be part of company development with your own ideas work in a team of motivated and talented engineers and developers personalized development of individual skills and talents through various projects the possibility to work closely with international oems in the field we are looking forward to receiving your application including cover letter, cv and references. please send them, in english language, via email to carreira@pixida.com.br referring to vacancy number 519 or use our online application form at www.pixida.jobs pixida group is an innovative technology consulting corporate group with focus on digitalization and mobility solutions for different industries. our consultants and developers offer expertise in the fields of iot, telematics, location-based services, multimedia, driver assistance systems, cloud solutions and data analytic. they design tailor- made products and applications for highly challenging technical environments to meet individual customer requirements across all sectors at a global level. pixida is international. the groups cooperation and exchange of knowledge transcend national borders beyond germany, usa, brazil and china. pixida do brasil ltda., a subsidiary established in 2015, follows the corporate vision to shape future mobility and digitalization, with focus on the brazilian market. to realize this goal, we are looking for new technology passionate employees to expand our team.",,,SC,vaga de backend developer em joinville - sc,data analytics ,-26.3044898,-48.8486726
230,praia grande,"conhecimento comprovado em google ads. planejamento, criacao e manutencao de campanhas do google ads. acompanhamento constante e criacao de estrategias de campanhas do google ads. geracao de relatorios, para acompanhar os indicadores e metricas de performance. atendimento em reunioes presenciais e call com outras empresas. certificacao google ads. experiencia em criacao e gerenciamento de campanhas no google otimizacoes avancadas no google ads. perfil analitico, voltado a resultados, performance e metricas. google data studio e google analytics sao diferenciais.",,,SP,vagas de especialista google ads,data analytics ,-24.005833,-46.402778
231,florianopolis,"atuar com venda tecnica, abordar clientes, esclarecer duvidas, elaborar propostas. conhecimento e discurso em data analytics, business intelligence e ou afins. ensino superior completo.",,,SC,vaga de consultor de negocios em florianopolis - sc,data analytics ,-27.5973002,-48.5496098
232,joinville,"to strengthen our product development of cloud-based solutions we are seeking a full stack software developer, who has the enthusiasm to demonstrate excellency in creating new and innovative products with us. your responsibilities: take responsibility for developing new cloud-based products or major features using the latest technologies and methodologies. support our customers with solution analysis, development, and integration. create concepts for future developments of existing systems. advance and foster our culture of best practices, clean code, and testing in our development processes. our requirements deep knowledge in one or more of the following technology areas from experience in a profissional environment or a considerable private project. backend with e.g. java, nodejs, c#, sql databases, no-sql databases, or more. frontend with e.g. javascript, react, flutter, typescript, or more. cloud platforms and devops with e.g. aws, azure, microservices, terraform, or more web security with authentication or json web token. practical knowledge encompassing at least one full technology stack and familiarity with the other major technology stacks. domain knowledge or interest in any of the following domains: mobility, connectivity, big data, connected navigation, cloud computing, automotive. experience with agile software development and extreme programming, including but not limited to scrum, kanban, continuous integration, and deployment. naturally curious and boundless enthusiasm to learn new technologies. fluent english. knowledge of german language is beneficial. our offer: attractive salary and benefit program. the opportunity to be part of company development with your own ideas. work in a team of motivated and talented engineers and developers. personalized development of individual skills and talents through various projects. the possibility to work closely with international oems in the field. pixida group is an innovative technology consulting corporate group with focus on digitalization and mobility solutions for different industries. our consultants and developers offer expertise in the fields of iot, telematics, location-based services, multimedia, driver assistance systems, cloud solutions and data analytic. they design tailor-made products and applications for highly challenging technical environments to meet individual customer requirements across all sectors at a global level. pixida is international. the groups cooperation and exchange of knowledge transcend national borders beyond germany, usa, brazil and china. pixida do brasil ltda., a subsidiary established in 2015, follows the corporate vision to shape future mobility and digitalization, with focus on the brazilian market. to realize this goal, we are looking for new technology passionate employees to expand our team.",,,SC,vaga de full stack software developer em joinville - sc,data analytics ,-26.3044898,-48.8486726
233,joinville,"to strengthen our product development of cloud- based solutions we are seeking a backend developer, who is motivated to share his enthusiasm in creating new and innovative products with us. be part of one of our teams developing our cloud- based products using the latest technologies and methodologies. support our customers with solution analysis, development, and integration. contribute to our culture of best practices, clean code and testing in our development processes. knowledge in one or more of the following technology areas from experience in a professional environment or a considerable private project: -backend with e.g. java, nodejs, c#, sql databases, no-sql databases, or more -cloud platforms and devops with e.g. aws, azure, microservices, terraform, or more domain knowledge or interest in any of the following domains: mobility, connectivity, big data, connected navigation, cloud computing, automotive experience with agile software development is a plus naturally curious and boundless enthusiasm to learn new technologies fluent english knowledge of german language is beneficial attractive salary and benefit program the opportunity to be part of company development with your own ideas work in a team of motivated and talented engineers and developers personalized development of individual skills and talents through various projects the possibility to work closely with international oems in the field we are looking forward to receiving your application including cover letter, cv and references. please send them, in english language, via email to carreira@pixida.com.br referring to vacancy number 519 or use our online application form at www.pixida.jobs pixida group is an innovative technology consulting corporate group with focus on digitalization and mobility solutions for different industries. our consultants and developers offer expertise in the fields of iot, telematics, location-based services, multimedia, driver assistance systems, cloud solutions and data analytic. they design tailor- made products and applications for highly challenging technical environments to meet individual customer requirements across all sectors at a global level. pixida is international. the groups cooperation and exchange of knowledge transcend national borders beyond germany, usa, brazil and china. pixida do brasil ltda., a subsidiary established in 2015, follows the corporate vision to shape future mobility and digitalization, with focus on the brazilian market. to realize this goal, we are looking for new technology passionate employees to expand our team.",,,SC,vaga de backend developer em joinville - sc,data analytics ,-26.3044898,-48.8486726
234,sao paulo,"ser responsavel pelo contato entre business e mesa de trabalho, controlar atividades tecnicas da squad, relatorios e reunioes de status, planejamento das atividades, controle de escopo e time, responsavel por garantir o delivery e manter o contato direto com o cliente. experiencia em projetos de bi & analytics. experiencia no setor de industria.",,,SP,vaga de lider de projetos de data & analytics em sao paulo - sp,data analytics ,-23.5506507,-46.6333824
235,sao paulo,"o profissional sera responsavel por desenvolver a plataforma de big data analytics, utilizando ferramentas de integracao de grande volume de dados estruturados e nao estruturados, para atender as demandas das areas de negocio da companhia. experiencia com a pratica em python. desejavel conhecimentos em ambiente cloudera, etl, scala e hive. experiencia em consultorias e no setor financeiro serao considerados como diferencial.",,,SP,vaga de desenvolvedor big data em sao paulo - sp,data analytics ,-23.5506507,-46.6333824
236,sao paulo,"modernizacao de sistemas utilizando big data e hadoop. desenvolvimento e modelagem de apis. linguagens de programacao java, python, javascript, frameworks de js como angular e react. arquitetura orientada a microservicos. experiencia pratica na implementacao de sistemas utilizando essas ferramentas. lideranca da frente tecnica da area. experiencia de implementacao utilizando big data e analytics (hadoop, mapreduce, spark). experiencia de implementacao de banco de dados nosql (cassandra, mongodb).",,,SP,vaga de engenheiro de dados senior em sao paulo - sp,data analytics ,-23.5506507,-46.6333824
237,sao paulo,"atuar com projetos com linguagens de programacao como java, python e scala. experiencia com processamento de dados (batch e fast). conhecimentos avancados nos ecossistema big data (principalmente hortonworks) e de componentes como sqoop, spark, spark streaming, kafka, hive, etc. conhecimento em banco de dados teradata, sql, db2, nosql (hbase, cassandra, redis, etc.) e ambiente cloud (azure). serao considerado diferencial: metodologias ageis sera considerado um diferencial. ferramentas de data visualization. ensino superior em ti ou areas correlata. ter atuado em projetos de bi, big data e/ou analytics.",,,SP,vaga de engenheiro bigdata em sao paulo - sp,data analytics ,-23.5506507,-46.6333824
238,sao paulo,"arquiteto de solucoes big data. descricao da vaga: sera responsavel por entender, desenhar e apoiar no desenvolvimento de solucoes big data. garantir o entendimento da solucao e tecnologias na squad. apoiar o scrum master para as decisoes, impactos e riscos. suportar a equipe tecnica. fazer a gestao do escopo, tempo e qualidade de entrega. formar equipe para as necessidades do cliente (tecnologias). competencias e experiencias desejadas: ensino superior em ti ou areas correlatas. ter atuado em projetos de bi, big data e/ou analytics. experiencia com projetos em ambiente cloud (cliente utiliza microsoft azure). ter atuado com tecnologias big data: hive, python, apache spark, talend open studio for big data. java. - conhecimento nas ferramentas de devops: jenkins, git e nexus, liquibase. imprescindivel: ingles fluente .",,,SP,vaga de arquiteto de solucoes - big data em sao paulo - sp,data analytics ,-23.5506507,-46.6333824
239,barueri,"realizar as atividades relacionadas a parte analitica e estrategica da area de inteligencia de negocios.
interacao direta com a area de negocios provendo insight para tomada de decisao, alem disso, manter interface com a area tecnica afim de garantir implementacoes requisitadas.
prover insights periodicos para area de negocio afim de encontrar melhorias e atingimento das metas da cia.
responsavel por sem | seo | data visualization | digital analytics | tag management",,,SP,vaga de analista de inteligencia de negocios pleno em barueri - sp,data analytics ,-23.5112184,-46.8764612
240,sao paulo,"gerir e desenvolver nossos canais nas redes sociais, criar conteudo que engaje e comunique com as nossas personas, de acordo com as mensagens-chave, valores e diferenciais de mercado da marca. ouvir e engajar em discussoes relevantes sobre a empresa, concorrentes e mercado, desenvolver e analisar campanhas nas redes sociais, gestao financeira e kpi das contas de anuncios. gestao de orcamento de campanhas, explorar novas formas de engajar e novas redes sociais para atingir nossas personas, acompanhamento de monitoramento (sentimento, volume de mencoes, palavras chave, etc.). graduacao (marketing, publicidade, jornalismo, comunicacao social ou outros). experiencia com gestao de redes sociais, seo (otimizacao para mecanismos de busca) e copywriting. habilidade de usar intuicao baseada em dados e analise de resultados. dominio de ferramentas para redes sociais e atencao constante as discussoes ocorrendo nesses canais;
conhecimento em comportamento do consumidor.
conhecimentos avancados em analise estatisticas de dados;
experiencia com marketing digital. experiencia com ferramentas de marketing como semrush, google plats (ads, analytics, data studio, search console,etc), rd station, moz, etc.",,,SP,vaga de analista de midias sociais em sao paulo - sp,data analytics ,-23.5506507,-46.6333824
241,barueri,"as a data scientist at catho/seek you will be responsible for: 

research, build, deploy and maintain ai solutions integrated with recruitment products aiming to properly connect candidates to recruiters and improve the chances of matching (job placements) to leverage our ai platform to the next level;   you will work with strategy, product, data science and software development teams to address a variety of challenging business problems.  based in brazil and working with our kuala lumpur, melbourne and hong kong teams, you will be instigated to explore new methodologies and technologies to address r&amp;d problems in a truly collaborative way;   you will be a mixture of a researcher, a software engineer, a software architect and an operations engineer; someone who is passionate about understanding human behavior for building and improving internet-scale products informed by data.   why you might want this job:  take advantage of our huge dataset to build internet-scale and innovative solutions to help millions of people around the world find their next jobs.  use your data analytics experience to take our ai engine to the next level, and improve the efficiency of our job ad platform.  work on big picture business problems and translate them into practical solutions. passionate team with ambitious goals and determination for success.  grow your career, play a big role in a small team and solve problems across a global business. requirements:  a msc or phd qualification in computer science, computational physics, mathematics, statistics or a related field;  professional experience in one of the following programming languages: large scale development using python, go, c/c++, or java strong background in: algorithms and data structures, information retrieval, machine learning;   good communication and interpersonal skills;  desirable knowledge: ability to perform data exploratory analysis for proof of concepts and to communicate the results to a diverse audience;   practice with search engine such as elasticsearch or solr;  relational database such as mysql or postgresql;  amazon web services (e.g. ec2, elb, s3, vpc, route 53);  distributed processing framework such as hadoop or spark;  container package such as docker, deployment tools, such as ansible and chef; knowledge in: recommender systems;  data mining natural language processing optimization;  deep learning ability to adapt quickly and manage an environment of rapid change and development.",,,SP,vaga de data scientist em barueri - sp,data analytics ,-23.5112184,-46.8764612
242,sao paulo,"funcional que ira fazer toda interface entre a equipe de ti com a area de negocio. obrigatoria experiencia com bi, big data e analytics.",,,SP,vaga de consultor business partner bi senior em sao paulo - sp,data analytics ,-23.5506507,-46.6333824
243,sao paulo,"experiencia como scrum master em conducao de projetos de ti. forte capacidade de negociacao entre po e time de desenvolvimento. utilizacao de story points, kanban, burn down e burn up. realizacao de apresentacoes de status report para comites executivos (a nivel de diretoria) utilizando powerpoint. desejavel certificacao scrum master. desejavel conhecimentos em big data, analytics e data science.",,,SP,vaga de scrum master em sao paulo - sp,data analytics ,-23.5506507,-46.6333824
244,sao paulo,"ser o responsavel por desenvolver a plataforma de big data analytics, utilizando ferramentas de integracao de grande volume de dados estruturados e nao estruturados, para atender as demandas das areas de negocio da companhia. conhecimento em java, scala, spark, hive, hbase e linux. desejavel conhecimento da arquitetura big data em geral.",,,SP,vaga de analista de big data em sao paulo - sp,data analytics ,-23.5506507,-46.6333824
245,sao paulo,"ser o responsavel por desenvolver a plataforma de big data analytics, utilizando ferramentas de integracao de grande volume de dados estruturados e nao estruturados, para atender as demandas das areas de negocio da companhia.",,,SP,vaga de analista dba pleno em sao paulo - sp,data analytics ,-23.5506507,-46.6333824
246,sao paulo,"atribuicoes: ser o responsavel por desenvolver a plataforma de big data analytics, utilizando ferramentas de integracao de grande volume de dados estruturados e nao estruturados, para atender as demandas das areas de negocio da companhia. ter conhecimento em: java, scala, spark, hive, hbase e linux. desejavel: conhecimento da arquitetura big data em geral.",,,SP,vaga de desenvolvedor big data em sao paulo - sp,data analytics ,-23.5506507,-46.6333824
247,sao paulo,"trabalhar na coleta, armazenamento, processamento de grandes quantidades de dados. criar solucoes de big data analytics juntamente com os cientistas de dados definindo e mantendo infraestrutura necessaria. conhecimentos em ecossistema cloudera hadoop e tunning.",,,SP,vaga de analista big data em sao paulo - sp,data analytics ,-23.5506507,-46.6333824
248,sao paulo,"oportunidade essence? consultor business partner bi senior. a essence e uma consultoria com mais de 14 anos no mercado especializada no desenvolvimento e implementacao de solucoes inovadoras e terceirizacao de servicos em ti. requisitos: recurso funcional que ira fazer toda interface entre a equipe de ti com a area de negocio. experiencia com bi, big data e analytics.",,,SP,vaga de consultor de business partner bi senior em sao paulo - sp,data analytics ,-23.5506507,-46.6333824
249,sao caetano do sul,"atuar com programacao de planta de producao, fazer quebra em analise de gargalo, analise de ordem matematica. experiencia em pcp, material flow (supply chain). superior completo em engenharia, administracao, logistica, ti e correlatos. imprescindivel excel avancado com experiencia em formulas como vlookup, sum if, what if (conexao de dados). conhecimentos em data analytics, oracle. e desejavel conhecimentos em power bi, desenvolvimento de macro e access.",,,SP,vaga de analista de pcp / supply chain em sao caetano do sul - sp,data analytics ,-23.6195923,-46.5688323
250,sao paulo,"atuar com azure data lake, azure data lake analytics, azure data factory. conhecimentos nas atividades descritas.",,,SP,vaga de especialista etl/ azure em sao paulo - sp,data analytics ,-23.5506507,-46.6333824
251,sao paulo,"trabalhar na coleta, armazenamento, processamento de grandes quantidades de dados. criar solucoes de big data analytics juntamente com os cientistas de dados definindo e mantendo infraestrutura necessaria. definir e monitorar infraestrutura de armazenamento e processamento de grandes quantidades de dados. implementar processo.etl(extracao,tratamento e limpeza).selecionar e integrar quaisquer ferramentas e frameworks de big data necessarias trabalhar em time para concretizacao dos objetos estrategicos. apoiar na resolucao de bugs e outros debitos tecnicos. contribuir para a tomada de decisoes tecnologicas. executar historias/tarefas de ponta a ponta,sem especificacao detalhada.apoiar decisoes tecnologicas da equipe/squad.orientar perfis mais juniores na solucao de desafios tecnicos.manter a infraestrutura(ex. amazon), com implementacao do codigo ate a infraestrutura.suporte tecnico: realizar triagem nivel 2,desenvolver ou deslegar a solucao do problema;estar atento ao cumprimento da sla. ensino superior completo.
bom conhecimento de diversas linguagens de programacao.orquestracao de servidores. experiencia com banco de dados nao relacional como hbase,cassandra e elasticserach. dominio de tecnologia na nuvem(azure,google cloud,aws,cloudera) em especial aws. conhecimento de spark,presto,hive e impala.",,,SP,vaga de analista big data pleno em sao paulo - sp,data analytics ,-23.5506507,-46.6333824
252,sao paulo,"tera como responsabilidade a avaliacao/criacao de processos em busca solucoes aderentes ao novo modelo operacional com os seguintes objetivos: eficiencia dos processos. diminuicao de custos. servico de qualidade ao cliente. eliminacao de falhas e reducao de ciclos. fundamental possuir experiencia e habilidades para lidar com documentacao de processos, padroes e modelos. conhecimento e experiencia avancada implantacao/utilizacao de processos itil (de preferencia com certificacao). conhecimento e experiencia com o framework cobit conhecimento das principais normas iso/iec 20000, 9001. (experiencia em processos de auditorias e um diferencial). experiencia e conhecimento em metodologias de projetos ageis, principalmente scrum. conhecimento em conceitos de inteligencia artificial, machine learning e data analytics. conhecimento do conjunto de praticas de devops (desenvolvimento, operacoes e processos automatizados). conhecimento em infraestrutura de ti - datacenter e cloud (aws/azure).
ensino superior completo.",,,SP,vaga de analista de processos senior em sao paulo - sp,data analytics ,-23.5506507,-46.6333824
